model	sex	age	dir	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
5xFAD	female	12 mo	ora_up	BP	GO:0080164	regulation of nitric oxide metabolic process	19/1339	74/19457	4.06252471477401e-7	5.5114251549200115e-6	3.880306209288943e-6	Tlr2/Gimap3/Itgb2/App/Tlr6/Tmem106a/Cx3cr1/Aif1/Icam1/Igf1/Tlr4/Tspo/H2-M3/Zc3h12a/Clu/Cd34/Ddah2/Sirpa/Dnm2	19
5xFAD	female	12 mo	ora_up	BP	GO:1905523	positive regulation of macrophage migration	12/1339	31/19457	4.43623852264252e-7	6.003636801649877e-6	4.226846687550768e-6	Trem2/C3ar1/Slamf1/Ccl5/C5ar1/Cx3cr1/Csf1r/Cmklr1/Csf1/P2ry12/P2rx4/Mapk3	12
5xFAD	female	12 mo	ora_up	BP	GO:0045780	positive regulation of bone resorption	11/1339	26/19457	4.637262679137763e-7	6.26030461683598e-6	4.4075530727408455e-6	Dcstamp/Tnfsf11/Fcgr4/Spp1/Itgb3/Ptger4/Syk/Trf/Tnfrsf11a/Tfrc/Idua	11
5xFAD	female	12 mo	ora_up	BP	GO:0002295	T-helper cell lineage commitment	9/1339	17/19457	4.943396366430631e-7	6.657268260709026e-6	4.6870344135710836e-6	Ly9/Batf/Slamf6/Tgfb1/Spn/Il6ra/Stat3/Stat6/Loxl3	9
5xFAD	female	12 mo	ora_up	BP	GO:2001236	regulation of extrinsic apoptotic signaling pathway	30/1339	161/19457	5.026917792789306e-7	6.75323492748378e-6	4.75459952468185e-6	Runx3/Ptprc/Lgals3/Serpine1/Pycard/Icam1/Igf1/Hmox1/Atf3/Casp8/Tgfbr1/Eya4/Jak3/Sp100/Ltbr/Hgf/Bcl2l12/Bid/Itga6/Nrp1/Nol3/Mapk7/Rela/Sfrp1/Htra2/Dab2/Rffl/Bmpr1b/Cflar/Ctnna1	30
5xFAD	female	12 mo	ora_up	BP	GO:0050732	negative regulation of peptidyl-tyrosine phosphorylation	16/1339	55/19457	5.295251813985696e-7	7.096410460202729e-6	4.996211469515509e-6	Lilrb4a/Lilrb4b/Samsn1/Ptprc/Ptpn6/Psen1/Thy1/Igf1/Socs3/Parp14/Cd300a/Lrrk1/Irf1/Mvp/Sema4d/Sfrp1	16
5xFAD	female	12 mo	ora_up	BP	GO:0002673	regulation of acute inflammatory response	15/1339	49/19457	5.768124986408407e-7	7.711367093479978e-6	5.4291702733593695e-6	Tnfsf11/Hpse/Fcgr2b/Fcer1g/C3/Fcgr3/Ccl5/Fcgr1/Nlrp3/Pik3cg/Spn/Alox5ap/Ccr5/Ptges/Tnfrsf11a	15
5xFAD	female	12 mo	ora_up	BP	GO:0048260	positive regulation of receptor-mediated endocytosis	17/1339	62/19457	5.983148704255254e-7	7.979463211389331e-6	5.617922728807533e-6	App/C3/B2m/Serpine1/Plcg2/Cd63/Syk/Clu/Angpt1/Hfe/Trf/Anxa2/Pld2/Dab2/Dnm2/Arrb2/Ppt1	17
5xFAD	female	12 mo	ora_up	BP	GO:0021782	glial cell development	25/1339	121/19457	6.020537076662444e-7	8.00993193677699e-6	5.639374164867643e-6	Trem2/Gfap/Psen1/C1qa/Tlr2/App/C5ar1/Itgam/Tgfb1/Grn/Csf1r/9630013A20Rik/Vim/Tlr4/Nrros/Pmp22/Clu/Lgi4/Ifngr1/Zfp488/Ldlr/Tspan2/Sirt2/Plp1/Ncstn	25
5xFAD	female	12 mo	ora_up	BP	GO:0006875	cellular metal ion homeostasis	56/1339	409/19457	6.202764328462825e-7	8.232488173776685e-6	5.796064371859746e-6	Slc11a1/Cxcl10/Ptprc/Ptpn6/Psen1/Cybrd1/Lcn2/Cyba/Hexb/App/Thy1/Ccl5/Spp1/Ccl12/P2ry6/Tgfb1/Capn3/Plcg2/Frrs1/Hmox1/Itgb3/Tcirg1/Il1a/Apoe/Fxyd1/Myc/Mt2/P2rx7/Lyn/Fgf2/Abcb6/Hfe/Ccr5/Pth1r/Mcur1/Trf/Ftl1/Mt1/Dbi/Cyb561a3/Scnn1a/Tfrc/Steap3/Slc39a14/Hps1/Bbc3/Cln3/Nol3/Hif1a/Ttc7/Fth1/Itpr2/Cav2/Slc31a2/Flna/Anxa7	56
5xFAD	female	12 mo	ora_up	BP	GO:0071347	cellular response to interleukin-1	19/1339	76/19457	6.356361038437441e-7	8.395884076669887e-6	5.9111028816366365e-6	Ccl3/Ccl4/Ccl6/Il1rn/Zbp1/Ccl5/Ccl12/Serpine1/Pycard/Ccl9/Zc3h12a/Il1r1/Irf1/Sirpa/Rela/Tnip2/Nfkb1/Rps6ka5/Mapk3	19
5xFAD	female	12 mo	ora_up	BP	GO:2000379	positive regulation of reactive oxygen species metabolic process	19/1339	76/19457	6.356361038437441e-7	8.395884076669887e-6	5.9111028816366365e-6	Tyrobp/Plau/Hvcn1/Itgb2/Lcn2/Cyba/App/Tlr6/Tgfbr2/Itgam/Tgfb1/Plcg2/Tlr4/Syk/Tspo/Zc3h12a/Nfe2l2/Rab27a/Gnai2	19
5xFAD	female	12 mo	ora_up	BP	GO:0002690	positive regulation of leukocyte chemotaxis	22/1339	98/19457	6.374294119514396e-7	8.399428710594567e-6	5.913598473002023e-6	C3ar1/Cxcl10/Cd74/Slamf1/App/Ccl5/Spi1/Nckap1l/Rac2/C5ar1/Cx3cr1/Serpine1/Aif1/Csf1r/Cmklr1/Csf1/Gpsm3/Lgmn/Adam17/Mospd2/Ano6/Mapk3	22
5xFAD	female	12 mo	ora_up	BP	GO:1902652	secondary alcohol metabolic process	28/1339	146/19457	6.519396652571382e-7	8.570128105575936e-6	6.033778989592507e-6	Ch25h/Soat2/App/Apobr/Cebpa/Fgfr4/Npc2/Apoe/Fdps/Pmp22/Abca1/Nsdhl/Ldlr/Srebf1/Mvk/Cyp7b1/Lrp5/Hsd17b7/Lss/Cyb5r3/Lpcat3/Idh1/Sqle/Fdft1/Hmgcs1/Gba/Lcat/Soat1	28
5xFAD	female	12 mo	ora_up	BP	GO:0002363	alpha-beta T cell lineage commitment	10/1339	22/19457	6.931220400169467e-7	9.083221191451034e-6	6.395020997077096e-6	Ly9/Batf/Slamf6/Tgfb1/Spn/Ctsl/Il6ra/Stat3/Stat6/Loxl3	10
5xFAD	female	12 mo	ora_up	BP	GO:0043303	mast cell degranulation	16/1339	56/19457	6.942694483661738e-7	9.083221191451034e-6	6.395020997077096e-6	Fgr/Cd84/Milr1/Fcer1g/Lat2/Rac2/Fes/Hmox1/Adora3/Syk/Il4ra/Lyn/Cd300a/Stxbp2/Pld2/Snap23	16
5xFAD	female	12 mo	ora_up	BP	GO:0098883	synapse pruning	7/1339	10/19457	7.183427343275655e-7	9.37590469354557e-6	6.601084143833253e-6	Trem2/C1qa/C1qc/C1qb/C3/Cx3cr1/Itgam	7
5xFAD	female	12 mo	ora_up	BP	GO:0031334	positive regulation of protein-containing complex assembly	34/1339	199/19457	7.497388705951305e-7	9.762557208600423e-6	6.873305958124825e-6	Lgals3/Baiap2l2/Plek/Tlr6/Nckap1l/Ikzf1/Fes/Tgfb1/Plcg2/Pycard/Lcp1/Icam1/Tlr4/Syk/P2ry12/Msn/Isg15/Clu/Abca1/Spidr/Fas/Met/Bmf/Tfrc/Bid/Fnip2/Bbc3/Bcl2l11/1810058I24Rik/Rims1/Piezo1/Vasp/Cdk5rap2/Sh3glb1	34
5xFAD	female	12 mo	ora_up	BP	GO:0008347	glial cell migration	18/1339	70/19457	7.969047904061787e-7	1.0327886083664077e-5	7.271324452895016e-6	Ccl3/Trem2/Gpr183/Hexb/Cd9/Ccl12/Cx3cr1/Csf1/Vim/Tspo/P2ry12/Pmp22/Fas/P2rx4/Cspg4/Sun2/Cers2/Sun1	18
5xFAD	female	12 mo	ora_up	BP	GO:0045428	regulation of nitric oxide biosynthetic process	18/1339	70/19457	7.969047904061787e-7	1.0327886083664077e-5	7.271324452895016e-6	Tlr2/Gimap3/Itgb2/App/Tlr6/Cx3cr1/Aif1/Icam1/Igf1/Tlr4/Tspo/H2-M3/Zc3h12a/Clu/Cd34/Ddah2/Sirpa/Dnm2	18
5xFAD	female	12 mo	ora_up	BP	GO:0006914	autophagy	61/1339	464/19457	8.076695152000073e-7	1.0418369296771991e-5	7.335028951058368e-6	Trem2/Hpse/Gfap/Cd84/Psen1/Tlr2/Irf8/Ctsd/Trim30a/Wdfy4/Trim30d/Trim14/Sting1/Hk2/Pycard/Rubcnl/Iigp1/Hmox1/Tcirg1/Trim5/Irgm1/Casp1/Trim12a/Tspo/Ctsa/Zc3h12a/Il10ra/Trim12c/Pmp22/Clu/Igtp/Bmf/Stat3/Rnf213/Trim21/Trim34a/Trim68/Bid/Lamp2/Nod1/Srebf1/Bcl2l11/Dap/Cln3/Lix1/Hif1a/Mtm1/Wdr81/Sirt2/Gpr137b/Htra2/Snx18/Arsb/Mapk3/Snapin/Anxa7/Stx17/Gba/Arsa/Ulk3/Sh3glb1	61
5xFAD	female	12 mo	ora_up	BP	GO:0061919	process utilizing autophagic mechanism	61/1339	464/19457	8.076695152000073e-7	1.0418369296771991e-5	7.335028951058368e-6	Trem2/Hpse/Gfap/Cd84/Psen1/Tlr2/Irf8/Ctsd/Trim30a/Wdfy4/Trim30d/Trim14/Sting1/Hk2/Pycard/Rubcnl/Iigp1/Hmox1/Tcirg1/Trim5/Irgm1/Casp1/Trim12a/Tspo/Ctsa/Zc3h12a/Il10ra/Trim12c/Pmp22/Clu/Igtp/Bmf/Stat3/Rnf213/Trim21/Trim34a/Trim68/Bid/Lamp2/Nod1/Srebf1/Bcl2l11/Dap/Cln3/Lix1/Hif1a/Mtm1/Wdr81/Sirt2/Gpr137b/Htra2/Snx18/Arsb/Mapk3/Snapin/Anxa7/Stx17/Gba/Arsa/Ulk3/Sh3glb1	61
5xFAD	female	12 mo	ora_up	BP	GO:0008360	regulation of cell shape	29/1339	156/19457	8.150799488084261e-7	1.048939335989909e-5	7.3850332794152525e-6	Ccl3/Fgr/Hexb/Rhoh/Rac2/Ccl12/Fes/Fblim1/Csf1r/Icam1/Hck/F11r/Pdpn/Rhoj/Fmnl3/Msn/Epb41l2/Arap1/Arap3/Plxnb2/Cyfip1/Rhog/Itga7/Sema4d/Arhgap18/Parvb/Gna12/Anxa7/Gna13	29
5xFAD	female	12 mo	ora_up	BP	GO:2001056	positive regulation of cysteine-type endopeptidase activity	28/1339	148/19457	8.689413439684466e-7	1.1156477675007469e-5	7.854692457808265e-6	Ifi204/Ifi207/Ifi206/Laptm5/Ctsd/App/Nlrp1a/Nlrp1b/Nlrp3/Pycard/Aim2/Casp8/Casp1/Syk/Card9/Myc/Fas/Stat1/Lgmn/Bid/Casp6/Nod1/Bbc3/Bcl2l11/Dap/Gsn/Htra2/Cflar	28
5xFAD	female	12 mo	ora_up	BP	GO:0046916	cellular transition metal ion homeostasis	22/1339	100/19457	9.200386206173053e-7	1.1785052842697948e-5	8.297239359496091e-6	Slc11a1/Cybrd1/Lcn2/App/Frrs1/Hmox1/Myc/Mt2/Abcb6/Hfe/Trf/Ftl1/Mt1/Cyb561a3/Tfrc/Steap3/Slc39a14/Hps1/Hif1a/Ttc7/Fth1/Slc31a2	22
5xFAD	female	12 mo	ora_up	BP	GO:0002281	macrophage activation involved in immune response	9/1339	18/19457	9.281386368949688e-7	1.1861224157813197e-5	8.350867598781451e-6	Trem2/Tyrobp/Havcr2/Grn/Plcg2/Syk/Ifi35/Sbno2/Il33	9
5xFAD	female	12 mo	ora_up	BP	GO:0014009	glial cell proliferation	18/1339	71/19457	9.994620630939798e-7	1.2743141304448243e-5	8.97177933829976e-6	Trem2/Gfap/Csf1r/Csf1/Igf1/Vim/Tspo/Myc/Pmp22/Clu/Fas/Lyn/Lgi4/Il33/Dbi/Cers2/Anxa7/Gba	18
5xFAD	female	12 mo	ora_up	BP	GO:0032494	response to peptidoglycan	8/1339	14/19457	1.017437247463626e-6	1.2912544606059105e-5	9.09104734333252e-6	Trem2/Tlr2/C5ar1/Irf5/Nlrp3/Card9/Inava/Rela	8
5xFAD	female	12 mo	ora_up	BP	GO:0033004	negative regulation of mast cell activation	8/1339	14/19457	1.017437247463626e-6	1.2912544606059105e-5	9.09104734333252e-6	Lilrb4a/Cd84/Cnr2/Milr1/Ptpn6/Hmox1/Cd300lf/Cd300a	8
5xFAD	female	12 mo	ora_up	BP	GO:0045581	negative regulation of T cell differentiation	15/1339	51/19457	1.0242904443558552e-6	1.2939889375027638e-5	9.110299365057872e-6	Lilrb4a/Lilrb4b/Runx3/Lag3/Cd74/Runx1/Cd44/Hlx/Zc3h12a/Jak3/Il4ra/Fgl2/Irf1/Loxl3/Zbtb7b	15
5xFAD	female	12 mo	ora_up	BP	GO:0046640	regulation of alpha-beta T cell proliferation	15/1339	51/19457	1.0242904443558552e-6	1.2939889375027638e-5	9.110299365057872e-6	Cd244a/Ptprc/Card11/Rasal3/Vsir/Tgfbr2/Cd28/Cd44/Tnfrsf14/Lgals9/Syk/Cd274/Irf1/Cd81/Zbtb7b	15
5xFAD	female	12 mo	ora_up	BP	GO:0070555	response to interleukin-1	21/1339	93/19457	1.0288026929356657e-6	1.2967151562218872e-5	9.129493245272776e-6	Ccl3/Ccl4/Ccl6/Il1rn/App/Zbp1/Ccl5/Ccl12/Serpine1/Pycard/Ccl9/Zc3h12a/Il1r1/Tnfrsf11a/Irf1/Sirpa/Rela/Tnip2/Nfkb1/Rps6ka5/Mapk3	21
5xFAD	female	12 mo	ora_up	BP	GO:0008203	cholesterol metabolic process	26/1339	133/19457	1.1071798820720334e-6	1.3891450547728382e-5	9.780243821012758e-6	Ch25h/Soat2/App/Apobr/Cebpa/Npc2/Apoe/Fdps/Pmp22/Abca1/Nsdhl/Ldlr/Srebf1/Mvk/Cyp7b1/Lrp5/Hsd17b7/Lss/Cyb5r3/Lpcat3/Sqle/Fdft1/Hmgcs1/Gba/Lcat/Soat1	26
5xFAD	female	12 mo	ora_up	BP	GO:0046165	alcohol biosynthetic process	26/1339	133/19457	1.1071798820720334e-6	1.3891450547728382e-5	9.780243821012758e-6	Cd244a/Ip6k3/Plek/P2ry6/Plcg2/Ptafr/Apoe/Fdps/Fgf2/Pth1r/Nsdhl/Srebf1/Mvk/Itpkb/Hsd17b7/Lss/Asah1/Cyb5r3/Nfkb1/Dab2/Ephx1/Lpcat3/Srd5a3/Fdft1/Hmgcs1/Gba	26
5xFAD	female	12 mo	ora_up	BP	GO:0006516	glycoprotein catabolic process	11/1339	28/19457	1.1336254530033673e-6	1.4158750555878793e-5	9.968435777215432e-6	Mmp12/Hpse/Gusb/Naglu/Cela1/Ctsl/Edem1/Edem2/Idua/Manba/Man1a	11
5xFAD	female	12 mo	ora_up	BP	GO:0043032	positive regulation of macrophage activation	11/1339	28/19457	1.1336254530033673e-6	1.4158750555878793e-5	9.968435777215432e-6	Trem2/Havcr2/Il1rl1/Tlr6/Cebpa/Ctsc/Tlr4/Lgals9/Il4ra/Il33/Tnip2	11
5xFAD	female	12 mo	ora_up	BP	GO:0048661	positive regulation of smooth muscle cell proliferation	23/1339	109/19457	1.1409474980717957e-6	1.4217961129817762e-5	1.0010122845669195e-5	Serpinf2/C3ar1/Cyba/Ccl5/Tgfbr2/Aif1/P2ry6/Tgfb1/Itga2/Hpgd/Igf1/Hmox1/Ptafr/Itgb3/Irak4/Tlr4/Igfbp5/Myc/Il6ra/Fgf2/Notch3/Hif1a/Gnai2	23
5xFAD	female	12 mo	ora_up	BP	GO:0045862	positive regulation of proteolysis	50/1339	356/19457	1.158810187072781e-6	1.4407960520083245e-5	1.0143891479567839e-5	Trem2/Hpse/Ifi204/Ifi207/Psen1/Ifi206/Laptm5/Ctsd/App/Nlrp1a/Vsir/Nlrp1b/Nlrp3/Ctsh/Capn3/Grn/Ctsc/Pycard/Fgfr4/Tnfrsf1b/Aim2/Casp8/Casp1/Syk/Apoe/Zc3h12a/Card9/Myc/Clu/Fas/Lyn/Stat3/Stat1/Lgmn/Il33/Bid/Casp6/Nod1/Bbc3/Bcl2l11/Dap/Gsn/Plgrkt/Sirt2/Htra2/Dab2/Lpcat3/Ncstn/Gba/Cflar	50
5xFAD	female	12 mo	ora_up	BP	GO:0002448	mast cell mediated immunity	16/1339	58/19457	1.1690911756354511e-6	1.4503049989639786e-5	1.0210839001993842e-5	Fgr/Cd84/Milr1/Fcer1g/Lat2/Rac2/Fes/Hmox1/Adora3/Syk/Il4ra/Lyn/Cd300a/Stxbp2/Pld2/Snap23	16
5xFAD	female	12 mo	ora_up	BP	GO:0006801	superoxide metabolic process	17/1339	65/19457	1.2405212149159769e-6	1.5320158860442154e-5	1.0786122623909509e-5	Tyrobp/Cybb/Hvcn1/Itgb2/Ncf4/Cyba/App/Ncf2/Ncf1/Itgam/Tgfb1/Syk/Pon3/Nrros/Nfe2l2/Sh3pxd2b/Gnai2	17
5xFAD	female	12 mo	ora_up	BP	GO:0072678	T cell migration	17/1339	65/19457	1.2405212149159769e-6	1.5320158860442154e-5	1.0786122623909509e-5	Cxcl10/Gpr183/App/Ccl5/Aif1/Spn/Dock8/Cxcl16/Pycard/Icam1/Itgb3/Tnfrsf14/Lgals9/F11r/Msn/Itgal/Adam17	17
5xFAD	female	12 mo	ora_up	BP	GO:0007260	tyrosine phosphorylation of STAT protein	18/1339	72/19457	1.2476394384320917e-6	1.537359737557933e-5	1.0823745887634114e-5	Osm/Hcls1/Ccl5/Csf1r/Lif/Igf1/Socs3/Tnfrsf1a/Ptger4/Parp9/Parp14/Jak3/Clcf1/Lyn/Il6ra/Il15/Irf1/Il6st	18
5xFAD	female	12 mo	ora_up	BP	GO:0014013	regulation of gliogenesis	26/1339	134/19457	1.2850794953290797e-6	1.579959343810842e-5	1.1123667436072205e-5	Trem2/Gfap/Tlr2/Tgfb1/Lif/Igf1/Tnfrsf1b/Cxcr4/Vim/Spint1/Tspo/Myc/Clcf1/Fas/Lyn/Il33/Trf/Zfp488/Ldlr/Tmem98/Rela/Daam2/Sirt2/Cers2/Il6st/Serpine2	26
5xFAD	female	12 mo	ora_up	BP	GO:0030890	positive regulation of B cell proliferation	14/1339	46/19457	1.4827415062716852e-6	1.8189176428829494e-5	1.2806047846922724e-5	Ptprc/Gpr183/Card11/Cd74/Nckap1l/Ighd/Sash3/Tlr9/Tlr4/Clcf1/Ighm/Tnfsf13b/Tfrc/Cd81	14
5xFAD	female	12 mo	ora_up	BP	GO:0006879	cellular iron ion homeostasis	16/1339	59/19457	1.502343715391586e-6	1.834791393431675e-5	1.2917806622715844e-5	Slc11a1/Cybrd1/Lcn2/Frrs1/Hmox1/Myc/Hfe/Trf/Ftl1/Cyb561a3/Tfrc/Steap3/Slc39a14/Hif1a/Ttc7/Fth1	16
5xFAD	female	12 mo	ora_up	BP	GO:0045620	negative regulation of lymphocyte differentiation	16/1339	59/19457	1.502343715391586e-6	1.834791393431675e-5	1.2917806622715844e-5	Lilrb4a/Lilrb4b/Runx3/Lag3/Cd74/Runx1/Cd44/Hlx/Zc3h12a/Jak3/Il4ra/Fgl2/Irf1/Loxl3/Sfrp1/Zbtb7b	16
5xFAD	female	12 mo	ora_up	BP	GO:0032623	interleukin-2 production	18/1339	73/19457	1.5503866232598836e-6	1.8809536389681582e-5	1.3242810851123141e-5	Lilrb4a/Lilrb4b/Slc11a1/Ptprc/Fcer1g/Lag3/Laptm5/Card11/Runx1/Havcr2/Cd28/Plcg2/Sash3/Il1a/Card9/Cd34/Stat5a/Gpam	18
5xFAD	female	12 mo	ora_up	BP	GO:0050688	regulation of defense response to virus	18/1339	73/19457	1.5503866232598836e-6	1.8809536389681582e-5	1.3242810851123141e-5	Mmp12/Cd37/Ccl5/Spn/Sting1/Pycard/Apobec3/Tspan32/Aim2/Parp9/Zc3h12a/Rigi/Dhx58/Fgl2/Il15/Dtx3l/Zc3hav1/Stat1	18
5xFAD	female	12 mo	ora_up	BP	GO:0070228	regulation of lymphocyte apoptotic process	18/1339	73/19457	1.5503866232598836e-6	1.8809536389681582e-5	1.3242810851123141e-5	Pdcd1/Bcl2a1a/Bcl3/Lgals3/Cd74/Ccl5/Cd44/Dock8/Casp8/Cd274/Jak3/Myc/P2rx7/Lyn/Gpam/Bbc3/Bcl2l11/Hif1a	18
5xFAD	female	12 mo	ora_up	BP	GO:0001894	tissue homeostasis	41/1339	271/19457	1.5812176449417584e-6	1.9141421512833418e-5	1.347647380905827e-5	Dcstamp/Tnfsf11/Fcgr4/Oas1g/Ctss/Spp1/Rac2/Oas1a/Ctsh/Tgfb1/Inpp5d/Csf1r/Csf1/Sash3/Tlr9/Itgb3/Tlr4/Tcirg1/Ptger4/Syk/Ptgs1/P2rx7/Cd34/Angpt1/Inava/Tmem119/Pth1r/Trf/Tnfrsf11a/Col11a2/Tfrc/Lrrk1/Mak/Mks1/Tpp1/Lipa/Idua/Gpr137b/Lpcat1/Acaca/Itgb1	41
5xFAD	female	12 mo	ora_up	BP	GO:0007264	small GTPase mediated signal transduction	57/1339	432/19457	1.6423432062114452e-6	1.983777714871193e-5	1.3966741393543315e-5	Gpr65/Rasal3/Dock2/Vav1/Rhoh/Iqgap3/Cyth4/Rac2/Was/Aif1/Arhgap30/Pik3cg/Psd4/Dok1/Dock8/Csf1/Igf1/Hmox1/Rasgrp3/F11r/Apoe/Pdpn/Rhoj/Arhgdib/Abca1/Met/Plce1/Sipa1/Sh2b2/Lpar6/Rasa4/Erbin/Arhgap25/Arhgap19/Wasf2/Tax1bp3/Arhgap17/Arap3/Itpkb/Cyfip1/Nrp1/Net1/Rhog/Rab4b/Rsu1/Arhgap18/Rapgef3/Git2/Dnm2/Vangl2/Gna12/Bnip2/Nucb1/Cd2ap/Gna13/Itgb1/Rgl1	57
5xFAD	female	12 mo	ora_up	BP	GO:0002283	neutrophil activation involved in immune response	9/1339	19/19457	1.6555525456357014e-6	1.9953574226173837e-5	1.40482680597073e-5	Tyrobp/Fcer1g/Myo1f/Itgb2/Spi1/Itgam/Anxa3/Ptafr/Syk	9
5xFAD	female	12 mo	ora_up	BP	GO:0045055	regulated exocytosis	41/1339	272/19457	1.7406984279419885e-6	2.0933988954376576e-5	1.4738526795077651e-5	Fgr/Cd84/Milr1/Psen1/Fcer1g/Myo1f/Itgb2/Plek/Lat2/Spi1/Nckap1l/Rac2/Itgam/Fes/Anxa3/Hmox1/Ptafr/Adora3/Lgals9/Syk/Syngr2/Il4ra/P2rx7/Lyn/Cd300a/Syt15/Mical1/Stx2/Arhgap17/Stxbp3/Lamp1/Stxbp2/Rims1/Pld2/Rab27a/Snap23/Git2/Gnai2/Snapin/Vamp3/Myo6	41
5xFAD	female	12 mo	ora_up	BP	GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	15/1339	53/19457	1.7618597381201231e-6	2.1050593140055613e-5	1.4820621703926323e-5	Osm/Hcls1/Ccl5/Csf1r/Lif/Igf1/Tnfrsf1a/Ptger4/Parp9/Parp14/Clcf1/Lyn/Il6ra/Il15/Il6st	15
5xFAD	female	12 mo	ora_up	BP	GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	15/1339	53/19457	1.7618597381201231e-6	2.1050593140055613e-5	1.4820621703926323e-5	Runx3/Gimap3/Runx1/Nckap1l/Nlrp3/Tgfb1/Hlx/Sash3/Zc3h12a/Jak3/Il4ra/Nfkbiz/Irf1/Loxl3/Zbtb7b	15
5xFAD	female	12 mo	ora_up	BP	GO:0050798	activated T cell proliferation	15/1339	53/19457	1.7618597381201231e-6	2.1050593140055613e-5	1.4820621703926323e-5	Lilrb4a/Lilrb4b/Laptm5/Itgb2/Slamf1/Cd86/Itgam/Pycard/Igf1/Cd274/Jak3/Itgal/Stat5a/Gpam/Casp3	15
5xFAD	female	12 mo	ora_up	BP	GO:0002888	positive regulation of myeloid leukocyte mediated immunity	10/1339	24/19457	1.8507641339342044e-6	2.1907162145122933e-5	1.5423687142650476e-5	Tyrobp/Fcer1g/Itgb2/C3/Fcgr3/Spi1/Fcgr1/Itgam/Ptafr/Rigi	10
5xFAD	female	12 mo	ora_up	BP	GO:0043369	CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	10/1339	24/19457	1.8507641339342044e-6	2.1907162145122933e-5	1.5423687142650476e-5	Ly9/Batf/Slamf6/Tgfb1/Spn/Ctsl/Il6ra/Stat3/Stat6/Loxl3	10
5xFAD	female	12 mo	ora_up	BP	GO:1900016	negative regulation of cytokine production involved in inflammatory response	10/1339	24/19457	1.8507641339342044e-6	2.1907162145122933e-5	1.5423687142650476e-5	Lilrb4a/Trem2/Lilrb4b/Pycard/Zc3h12a/Adcy7/Abcd1/Sirpa/Abcd2/Macir	10
5xFAD	female	12 mo	ora_up	BP	GO:0002579	positive regulation of antigen processing and presentation	7/1339	11/19457	1.8574155268286873e-6	2.1907162145122933e-5	1.5423687142650476e-5	Trem2/Slc11a1/Cd74/H2-Ab1/Pycard/Tap2/Nod1	7
5xFAD	female	12 mo	ora_up	BP	GO:0042590	antigen processing and presentation of exogenous peptide antigen via MHC class I	7/1339	11/19457	1.8574155268286873e-6	2.1907162145122933e-5	1.5423687142650476e-5	Fcer1g/Fcgr3/Fcgr1/Tap1/H2-K1/Ifi30/Tapbp	7
5xFAD	female	12 mo	ora_up	BP	GO:0061517	macrophage proliferation	7/1339	11/19457	1.8574155268286873e-6	2.1907162145122933e-5	1.5423687142650476e-5	Trem2/Csf1r/Csf1/Clu/Il33/Mapk3/Gba	7
5xFAD	female	12 mo	ora_up	BP	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	23/1339	112/19457	1.8759560720904657e-6	2.2078559925372406e-5	1.5544359355783346e-5	Bcl2a1d/Bcl2a1a/Ifi204/Bcl2a1b/Bcl3/Cd74/Cd44/Pycard/Hmox1/Tnfrsf1b/Tnfrsf1a/Myc/Crip1/Clu/Bcl2l12/Chek2/Bid/Steap3/Shisa5/Fnip2/Bbc3/Bcl2l11/Htra2	23
5xFAD	female	12 mo	ora_up	BP	GO:0042509	regulation of tyrosine phosphorylation of STAT protein	17/1339	67/19457	1.9632928255697953e-6	2.3057178855519045e-5	1.623335376366093e-5	Osm/Hcls1/Ccl5/Csf1r/Lif/Igf1/Socs3/Tnfrsf1a/Ptger4/Parp9/Parp14/Clcf1/Lyn/Il6ra/Il15/Irf1/Il6st	17
5xFAD	female	12 mo	ora_up	BP	GO:0002714	positive regulation of B cell mediated immunity	14/1339	47/19457	1.9787316856603993e-6	2.3139817674347088e-5	1.6291535434066178e-5	Trem2/Ptprc/Fcer1g/Gimap3/C3/Fcgr3/6030468B19Rik/Fcgr1/Cd28/Tgfb1/Clcf1/Tfrc/Stat6/Pms2	14
5xFAD	female	12 mo	ora_up	BP	GO:0002891	positive regulation of immunoglobulin mediated immune response	14/1339	47/19457	1.9787316856603993e-6	2.3139817674347088e-5	1.6291535434066178e-5	Trem2/Ptprc/Fcer1g/Gimap3/C3/Fcgr3/6030468B19Rik/Fcgr1/Cd28/Tgfb1/Clcf1/Tfrc/Stat6/Pms2	14
5xFAD	female	12 mo	ora_up	BP	GO:0002730	regulation of dendritic cell cytokine production	8/1339	15/19457	2.048221393839784e-6	2.3901702197604937e-5	1.6827938481056566e-5	Tlr2/Bst2/Plcg2/Tlr9/Tlr4/Jak3/Rigi/Tlr3	8
5xFAD	female	12 mo	ora_up	BP	GO:0002637	regulation of immunoglobulin production	19/1339	82/19457	2.2042629319034116e-6	2.566824572711203e-5	1.8071669391637183e-5	Lilrb4a/Cd22/Fcgr2b/Ptprc/Cd37/6030468B19Rik/Cd86/Cd28/Tgfb1/Sash3/Tlr9/Parp3/Clcf1/Il4ra/Ighm/Il33/Tfrc/Stat6/Pms2	19
