Study	Tissue	dir	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
MSSM	PHG	ora_up	BP	GO:0060760	positive regulation of response to cytokine stimulus	15/2083	50/13000	0.009610658452243096	0.049822506906910556	0.0363575715341199	CXCR4/TRIM56/CSF1/TREM2/IFIH1/CD74/PARP9/NLRC5/LAPTM5/IRF7/PARP14/TLR4/AXL/MAVS/LSM14A	15
MSSM	PHG	ora_up	CC	GO:0030055	cell-substrate junction	114/2154	405/13575	1.4980071914158607e-10	6.173428617556472e-8	5.093832793465647e-8	CD44/HSPB1/TNC/FAM107A/GJA1/AHNAK/ITGB4/VIM/HMCN1/MSN/FLNC/DDR2/MMP14/FLNA/ITGB5/TNS3/TRIP6/CAV1/SYNE2/ERBIN/SLC4A2/GSN/GNA12/YES1/ANXA1/CNN3/TGFB1I1/ITGB8/CSRP1/AJUBA/PARVG/TNS1/CDC42EP1/PLAUR/PALLD/PTPRC/EZR/IQGAP1/SDC4/ARHGAP31/APBB1IP/SNTB1/RDX/ANXA5/SHROOM4/BCAR3/DST/ITGB1/TLN1/MAP4K4/TNS2/PXN/FAT1/JUP/ITGA6/ITGA2/LPP/EFS/ENAH/PLEC/PDGFRB/CAPN2/ASAP3/MAPRE1/SORBS3/DAB2/CAT/EGFR/FAP/GNA13/TRIOBP/SORBS1/IRF2/LIMS1/CAV2/RHOA/MYH9/CD59/PABPC1/RHOB/CD151/IL16/CTNNA1/TWF1/CD81/ITGAV/DOCK7/SCARB2/DAG1/CORO1B/ARHGAP22/ALCAM/CPNE3/ADAM10/PPFIA1/MAPK3/PPP1CC/REXO2/DIXDC1/G3BP1/PEAK1/FLII/DLC1/MPZL1/NFASC/PDIA3/RPL5/SDCBP/CORO1C/RAB10/RALA/CAP1/CTNNB1/IGF2R	114
MSSM	PHG	ora_up	CC	GO:0005925	focal adhesion	112/2154	397/13575	1.8792781179776173e-10	6.173428617556472e-8	5.093832793465647e-8	CD44/HSPB1/TNC/FAM107A/GJA1/AHNAK/ITGB4/VIM/MSN/FLNC/DDR2/MMP14/FLNA/ITGB5/TNS3/TRIP6/CAV1/SYNE2/SLC4A2/GSN/GNA12/YES1/ANXA1/CNN3/TGFB1I1/ITGB8/CSRP1/AJUBA/PARVG/TNS1/CDC42EP1/PLAUR/PALLD/PTPRC/EZR/IQGAP1/SDC4/ARHGAP31/APBB1IP/SNTB1/RDX/ANXA5/SHROOM4/BCAR3/DST/ITGB1/TLN1/MAP4K4/TNS2/PXN/FAT1/JUP/ITGA6/ITGA2/LPP/EFS/ENAH/PLEC/PDGFRB/CAPN2/ASAP3/MAPRE1/SORBS3/DAB2/CAT/EGFR/FAP/GNA13/TRIOBP/SORBS1/IRF2/LIMS1/CAV2/RHOA/MYH9/CD59/PABPC1/RHOB/CD151/IL16/CTNNA1/TWF1/CD81/ITGAV/DOCK7/SCARB2/DAG1/CORO1B/ARHGAP22/ALCAM/CPNE3/ADAM10/PPFIA1/MAPK3/PPP1CC/REXO2/DIXDC1/G3BP1/PEAK1/FLII/DLC1/MPZL1/NFASC/PDIA3/RPL5/SDCBP/CORO1C/RAB10/RALA/CAP1/CTNNB1/IGF2R	112
MSSM	PHG	ora_up	CC	GO:0005911	cell-cell junction	116/2154	430/13575	1.6951064841754075e-9	3.712283200344143e-7	3.0630871556152106e-7	GJA1/AHNAK/TJP2/CGNL1/HMCN1/DSP/CRB2/MSN/S100A11/PARD3/CLDN11/FLNA/PLEKHA7/PDLIM5/CLDN15/CDC42EP4/PARD3B/ANXA1/CNN3/HEPACAM/CLIC4/AJUBA/KCNJ2/CDC42EP1/PDLIM4/WASF2/FRMPD2/MARVELD2/TMEM47/HEG1/FGFRL1/EZR/IQGAP1/PMP22/VANGL2/AMOT/RAB13/NOTCH1/ADD3/CDH20/RDX/SHROOM4/ATP1A2/LAMA1/VAMP5/ADCYAP1R1/ITGB1/TLN1/PCDHGA12/MICALL2/FRMD4B/PXN/FAT1/JUP/GAB1/PRKCH/OCLN/SHROOM1/NDRG1/LLGL1/PLPP3/SCRIB/DSC2/BVES/JAM2/MYO1E/CCND1/CNKSR1/USP53/B4GALT1/FZD5/PDLIM3/JAM3/SORBS1/P2RX7/PAK2/LIMS1/TJP1/RHOA/MYH9/AMOTL2/LSR/CRB1/PCDH9/CTNNA1/TWF1/TJAP1/SAV1/SYNM/CYTH1/DAG1/ADAM10/PKN2/WDR1/TNKS1BP1/CSK/SMAD7/PRKD1/ARVCF/MPDZ/NFASC/TMOD3/CD2AP/SLC31A1/DLG5/NCK1/SDCBP/PKD2/KRIT1/RAB10/LIN7C/PIKFYVE/CTNNB1/AFDN/CDC42BPA/ASH1L	116
MSSM	PHG	ora_up	CC	GO:0031252	cell leading edge	106/2154	394/13575	1.0101800273783367e-8	1.659220694968918e-6	1.3690597739469564e-6	CD44/FAM107A/CXCR4/ITGB4/VIM/PDPN/GDPD2/ANTXR1/S100A11/SAMSN1/SYNE2/GSN/ARHGEF6/PLCE1/AJUBA/ARHGEF26/CAPG/DPYSL3/PDLIM4/WASF2/PALLD/PLEK/EZR/IQGAP1/EPS8/S100B/SPATA13/AMOT/RAB13/ARHGAP31/APBB1IP/PTPN13/GABRG1/RDX/STON1/PLCG2/IQGAP2/DST/ITGB1/TLN1/MYO10/INPPL1/TLR4/PSD2/FRMD4B/PIEZO1/PXN/FAT1/OCLN/ABLIM1/SWAP70/MYLK/MACF1/SCRIB/ENAH/KANK1/RAPGEF3/ASAP3/DOCK8/EGFR/ABL1/FAP/GPER1/MCC/RHOA/MYH9/APPL2/S100A6/PABPC1/WWC1/CTNNA1/TWF1/MYO6/PHACTR4/ROCK1/ITGAV/ARHGAP45/HIP1R/FGD4/EEF1A1/SGCE/MYO9B/DAG1/CORO1B/UNC5C/PKN2/FGD6/MKLN1/TESK1/MTM1/DLC1/CD2AP/INSR/WASF3/SNX2/PLCG1/PKD2/SPTBN1/CORO1C/SNX5/SNX9/CTNNB1/FER/SLK/CLCN3/CDC42BPA	106
MSSM	PHG	ora_up	CC	GO:0062023	collagen-containing extracellular matrix	90/2154	328/13575	4.909448980556234e-8	6.451015960450892e-6	5.322876263129391e-6	COL1A1/AEBP1/NPNT/ANGPT1/SERPINE1/TNC/COL1A2/BGN/ITGB4/S100A4/TGFBI/HMCN1/S100A10/SRPX/COL8A2/EFEMP1/CCDC80/CHADL/SPARC/SFRP1/ELN/COL6A2/SRPX2/PRELP/COL14A1/VCAN/PODN/ERBIN/MMP2/ADAMTS2/COL27A1/MFAP4/LTBP1/CTSS/ENTPD2/ANXA1/A2M/TGFB2/TGFB1I1/TGFB1/COL15A1/IGFBP7/EMILIN1/SCARA3/NTN1/VWA1/LGALS3BP/COL18A1/ANXA5/ACAN/ECM2/CLU/LAMA1/SSC5D/DST/SERPINB6/GPC4/COL21A1/CTSZ/TIMP3/SERPING1/FN1/EFEMP2/LAMB2/LTBP3/BMP7/AGT/FGFR2/PTPRZ1/FBLN1/LOXL3/NID2/LAMA2/COL16A1/LAMA4/S100A6/MATN2/CD151/PLOD3/BCAM/MEGF9/LAMA5/COL10A1/HDGF/DAG1/TIMP2/LAMC1/LMAN1/CTSD/NAV2	90
MSSM	PHG	ora_up	CC	GO:0030027	lamellipodium	59/2154	189/13575	8.938508873107299e-8	9.787667216052493e-6	8.076021174825016e-6	CD44/PDPN/GDPD2/ANTXR1/SYNE2/GSN/ARHGEF6/PLCE1/AJUBA/CAPG/DPYSL3/PDLIM4/WASF2/PALLD/SPATA13/AMOT/RAB13/ARHGAP31/APBB1IP/PTPN13/RDX/IQGAP2/ITGB1/MYO10/INPPL1/PIEZO1/PXN/FAT1/ABLIM1/SWAP70/MYLK/SCRIB/ENAH/RAPGEF3/DOCK8/FAP/MCC/RHOA/PABPC1/CTNNA1/PHACTR4/ROCK1/ITGAV/FGD4/MYO9B/DAG1/CORO1B/UNC5C/PKN2/FGD6/TESK1/WASF3/SNX2/PLCG1/PKD2/CORO1C/CTNNB1/FER/CDC42BPA	59
MSSM	PHG	ora_up	CC	GO:0030312	external encapsulating structure	108/2154	425/13575	1.8527855724435427e-7	1.5216001513692595e-5	1.2555060129058217e-5	COL1A1/AEBP1/NPNT/COLEC12/ANGPT1/SERPINE1/TNC/COL1A2/CHI3L1/BGN/CXCR4/ITGB4/S100A4/NDNF/TGFBI/HMCN1/S100A10/SRPX/COL8A2/EFEMP1/CCDC80/CHADL/SPARC/SFRP1/ELN/TGFBR3/COL6A2/SRPX2/MMP14/PRELP/COL14A1/VCAN/PODN/ERBIN/MMP2/ADAMTS2/COL27A1/TNFRSF11B/MFAP4/FGF1/LTBP1/CTSS/ENTPD2/ANXA1/A2M/TGFB2/TGFB1I1/TGFB1/LRIG1/COL15A1/IGFBP7/EMILIN1/SCARA3/HPSE/PAPLN/ADAMTSL3/NTN1/LRIG3/VWA1/LGALS3BP/COL18A1/ANXA5/ACAN/ECM2/CLU/LAMA1/SSC5D/DST/SERPINB6/TLR3/GPC4/COL21A1/CTSZ/TIMP3/SERPING1/FN1/TRIL/EFEMP2/LAMB2/LTBP3/VASN/BMP7/AGT/FGFR2/PTPRZ1/FBLN1/LOXL3/NID2/LAMA2/WNT4/COL16A1/LAMA4/S100A6/MATN2/CD151/PLOD3/BCAM/MEGF9/LAMA5/COL10A1/HDGF/DAG1/TIMP2/LAMC1/LMAN1/CTSD/SNED1/NAV2	108
MSSM	PHG	ora_up	CC	GO:0031012	extracellular matrix	108/2154	425/13575	1.8527855724435427e-7	1.5216001513692595e-5	1.2555060129058217e-5	COL1A1/AEBP1/NPNT/COLEC12/ANGPT1/SERPINE1/TNC/COL1A2/CHI3L1/BGN/CXCR4/ITGB4/S100A4/NDNF/TGFBI/HMCN1/S100A10/SRPX/COL8A2/EFEMP1/CCDC80/CHADL/SPARC/SFRP1/ELN/TGFBR3/COL6A2/SRPX2/MMP14/PRELP/COL14A1/VCAN/PODN/ERBIN/MMP2/ADAMTS2/COL27A1/TNFRSF11B/MFAP4/FGF1/LTBP1/CTSS/ENTPD2/ANXA1/A2M/TGFB2/TGFB1I1/TGFB1/LRIG1/COL15A1/IGFBP7/EMILIN1/SCARA3/HPSE/PAPLN/ADAMTSL3/NTN1/LRIG3/VWA1/LGALS3BP/COL18A1/ANXA5/ACAN/ECM2/CLU/LAMA1/SSC5D/DST/SERPINB6/TLR3/GPC4/COL21A1/CTSZ/TIMP3/SERPING1/FN1/TRIL/EFEMP2/LAMB2/LTBP3/VASN/BMP7/AGT/FGFR2/PTPRZ1/FBLN1/LOXL3/NID2/LAMA2/WNT4/COL16A1/LAMA4/S100A6/MATN2/CD151/PLOD3/BCAM/MEGF9/LAMA5/COL10A1/HDGF/DAG1/TIMP2/LAMC1/LMAN1/CTSD/SNED1/NAV2	108
MSSM	PHG	ora_up	CC	GO:0098857	membrane microdomain	77/2154	276/13575	2.1770474889245518e-7	1.5892446669149228e-5	1.3113210021007536e-5	CR1/ANGPT1/GJA1/AHNAK/OLR1/S100A10/TREM2/ABCA1/PDPN/CAV1/TGFBR2/MYOF/HMOX1/TNFRSF1A/EMP2/KDR/HPSE/PTPRC/EZR/STOM/SMO/UNC5B/MLC1/TFPI/ADRA1A/SDC4/SELPLG/BTK/LAMP2/KCNE3/RHOQ/ATP1A2/LRP4/ADCYAP1R1/ITGB1/TLR1/EHD2/TLR6/PLPP3/CARD11/INPP5D/BVES/FYN/CAPN2/NPC1/PLPP1/EGFR/CFLAR/SORBS1/PPP2R1B/ADCY8/CAV2/EFNB1/ADGRG1/IL6ST/CTNNA1/DAG1/IKBKB/CBLB/PSEN1/GPM6B/CTSD/GNAI2/ERLIN2/ADCY2/BMPR1A/IGF1R/MAPK3/CSK/DLC1/CRK/INSR/SDCBP/CORO1C/SMURF2/PIKFYVE/CTNNB1	77
MSSM	PHG	ora_up	CC	GO:0001726	ruffle	52/2154	165/13575	3.6682697295640214e-7	2.348318279971154e-5	1.9376494659699505e-5	FAM107A/PDPN/S100A11/SAMSN1/ARHGEF26/CAPG/WASF2/PALLD/PLEK/EZR/IQGAP1/EPS8/S100B/SPATA13/AMOT/PLCG2/ITGB1/TLN1/MYO10/TLR4/PSD2/FRMD4B/MACF1/KANK1/ASAP3/EGFR/ABL1/FAP/RHOA/MYH9/APPL2/S100A6/WWC1/TWF1/MYO6/ROCK1/ITGAV/ARHGAP45/HIP1R/FGD4/EEF1A1/MYO9B/FGD6/MKLN1/MTM1/DLC1/CD2AP/PLCG1/CORO1C/SNX5/SNX9/CLCN3	52
MSSM	PHG	ora_up	CC	GO:0045121	membrane raft	76/2154	275/13575	3.9317353241526173e-7	2.348318279971154e-5	1.9376494659699505e-5	CR1/ANGPT1/GJA1/AHNAK/OLR1/S100A10/TREM2/ABCA1/PDPN/CAV1/TGFBR2/MYOF/HMOX1/TNFRSF1A/EMP2/KDR/HPSE/PTPRC/EZR/STOM/SMO/UNC5B/MLC1/TFPI/ADRA1A/SDC4/SELPLG/BTK/KCNE3/RHOQ/ATP1A2/LRP4/ADCYAP1R1/ITGB1/TLR1/EHD2/TLR6/PLPP3/CARD11/INPP5D/BVES/FYN/CAPN2/NPC1/PLPP1/EGFR/CFLAR/SORBS1/PPP2R1B/ADCY8/CAV2/EFNB1/ADGRG1/IL6ST/CTNNA1/DAG1/IKBKB/CBLB/PSEN1/GPM6B/CTSD/GNAI2/ERLIN2/ADCY2/BMPR1A/IGF1R/MAPK3/CSK/DLC1/CRK/INSR/SDCBP/CORO1C/SMURF2/PIKFYVE/CTNNB1	76
MSSM	PHG	ora_up	CC	GO:0010008	endosome membrane	115/2154	470/13575	6.1096356759709e-7	3.3450255325940674e-5	2.7600547132675558e-5	HLA-DOA/HLA-DRA/FZD7/ZDHHC11/SPHK1/HLA-DRB1/HLA-DPB1/ANTXR1/GOLIM4/FCGRT/CAV1/STEAP3/AQP4/HLA-DMB/ANTXR2/DTX3L/HLA-DMA/HLA-DPA1/VAMP8/ANXA1/LITAF/PLIN3/SLC15A3/TLR7/SLC9A9/PDLIM4/ERBB2/TMBIM1/RAB13/MICALL1/BOK/LAMP2/ADRB2/GPR62/WLS/IRF7/HLA-E/TCIRG1/ITGB1/EHD2/TLR3/TLR4/ATP11C/SCAMP2/NDRG1/LLGL1/TAB2/ABCA2/VAMP3/SUN2/OSBPL11/ECE1/NPC1/EGFR/FZD5/LAMP1/MVB12B/RFFL/KIF13A/TMEM165/PMEPA1/APPL2/ACAP1/ATP13A4/CD63/RHOB/RAB31/LEPROT/PLEKHF2/IRAK4/SLC48A1/IRAK2/LAPTM4A/ATP6V0E1/CMTM6/SPG21/SNX18/SCARB2/MVB12A/CD164/ABHD17B/PSEN1/TPCN1/CTSD/SNX7/ZDHHC2/SLC46A1/EHD1/RNF13/ANKFY1/NTRK2/CYB561A3/SCAMP4/INSR/KIF16B/PDIA3/ATP11B/APH1B/TBC1D5/VPS13C/VPS52/SNX2/WDR81/SNX21/CORO1C/RAB10/UBAP1/SNX5/SNX19/PIKFYVE/IGF2R/SNX12/MAP3K7/CLCN3/GGA1	115
MSSM	PHG	ora_up	CC	GO:0098552	side of membrane	104/2154	419/13575	1.0380900662376152e-6	5.2463474886008706e-5	4.3288776041487605e-5	RGS1/GEM/PLEKHA4/CXCR4/VCAM1/HLA-DRA/ABCA1/CD84/CD74/HLA-DRB1/HLA-DPB1/ANTXR1/TGFBR3/FCGRT/IL13RA1/SPN/MSR1/ITGAL/CLEC2B/ITGAX/AQP4/GNA12/HLA-DPA1/YES1/TGFBR2/ANXA1/GNG12/LITAF/OSMR/HIP1/KDR/CD22/PTPRC/HEG1/CXCR6/EZR/IQGAP1/LDLRAP1/BTN3A2/AMOT/ANXA5/SHROOM4/TMEM123/HLA-E/SYK/ITGB1/RASAL3/ATP1B2/ACKR3/TLR4/BTN3A1/GPC4/IL6R/ADGRA3/JUP/ITGA6/ITGA2/ITGA7/MICA/LIFR/FYN/CAPN2/ECE1/BTN2A2/ERMAP/ABCB1/FRK/B4GALT1/GNA13/HFE/LAMP1/P2RX7/GM2A/CAV2/RHOA/MYH9/CD59/S100A6/CLEC2D/BTN3A3/IL6ST/BCAM/ITGAV/CYTH1/GFAP/EEF1A1/SNAPIN/SNX18/MAP3K5/DAG1/IKBKB/ALCAM/GNAI2/BMPR1A/TAPBP/INSR/CANX/PKD2/CYLD/RASA3/SNX5/SNX9/FER/CLCN3	104
MSSM	PHG	ora_up	CC	GO:0098636	protein complex involved in cell adhesion	19/2154	40/13575	2.6748659812249048e-6	1.2552763926176874e-4	1.035756376188591e-4	TNC/ITGB4/ITGAL/ITGB5/ITGAX/ITGB8/EMILIN1/PLAUR/LAMA1/ITGB1/ITGA6/ITGA2/LAMB2/ITGA7/JAM2/JAM3/LAMA2/ITGAV/LAMC1	19
MSSM	PHG	ora_up	CC	GO:0009897	external side of plasma membrane	63/2154	228/13575	3.8141309884008776e-6	1.6705893729195844e-4	1.378440322123826e-4	CXCR4/VCAM1/ABCA1/CD84/CD74/HLA-DRB1/ANTXR1/TGFBR3/FCGRT/IL13RA1/SPN/MSR1/ITGAL/CLEC2B/ITGAX/AQP4/TGFBR2/ANXA1/OSMR/KDR/CD22/PTPRC/HEG1/CXCR6/BTN3A2/AMOT/ANXA5/TMEM123/HLA-E/ITGB1/ATP1B2/ACKR3/TLR4/BTN3A1/GPC4/IL6R/ADGRA3/ITGA6/ITGA2/ITGA7/MICA/LIFR/CAPN2/ECE1/BTN2A2/ERMAP/ABCB1/B4GALT1/HFE/LAMP1/P2RX7/CD59/CLEC2D/BTN3A3/IL6ST/BCAM/ITGAV/MAP3K5/DAG1/ALCAM/BMPR1A/INSR/CLCN3	63
MSSM	PHG	ora_up	CC	GO:0005912	adherens junction	50/2154	171/13575	6.852053865882108e-6	2.813624618677841e-4	2.3215840400850568e-4	TJP2/HMCN1/MSN/S100A11/PARD3/PLEKHA7/PDLIM5/CDC42EP4/PARD3B/ANXA1/CNN3/AJUBA/CDC42EP1/PDLIM4/TMEM47/EZR/NOTCH1/CDH20/RDX/SHROOM4/TLN1/FRMD4B/JUP/SHROOM1/NDRG1/LLGL1/PLPP3/SCRIB/DSC2/MYO1E/PDLIM3/SORBS1/TJP1/MYH9/CRB1/CTNNA1/SYNM/CYTH1/DAG1/ADAM10/TNKS1BP1/SMAD7/ARVCF/TMOD3/DLG5/SDCBP/RAB10/LIN7C/CTNNB1/AFDN	50
MSSM	PHG	ora_up	CC	GO:0043296	apical junction complex	40/2154	127/13575	8.022676179915776e-6	3.1005283824733326e-4	2.558314695143421e-4	TJP2/CGNL1/CRB2/PARD3/CLDN11/PLEKHA7/CLDN15/PARD3B/FRMPD2/MARVELD2/PMP22/AMOT/RAB13/SHROOM4/ADCYAP1R1/MICALL2/FRMD4B/JUP/OCLN/SHROOM1/BVES/JAM2/CCND1/USP53/FZD5/JAM3/SORBS1/TJP1/RHOA/AMOTL2/LSR/CRB1/CTNNA1/TJAP1/CYTH1/PKN2/MPDZ/LIN7C/CTNNB1/ASH1L	40
MSSM	PHG	ora_up	CC	GO:0030139	endocytic vesicle	73/2154	290/13575	2.488362721589955e-5	9.082523933803336e-4	7.494191822332321e-4	LTF/COLEC12/VIM/HLA-DRA/HVCN1/SPHK1/ABCA1/SPARC/CD74/HLA-DRB1/HLA-DPB1/GOLIM4/MSR1/ITGB5/CAV1/GSN/CDC42EP4/HLA-DPA1/CTSS/VAMP8/TLR7/CYBB/LDLRAP1/SMO/AMOT/RAB13/NCF2/LAMP2/RIN2/ADRB2/WLS/HLA-E/KIF5B/TCIRG1/SYK/TLR1/EHD2/OCLN/TLR6/CEMIP/MYO1E/CDC42EP2/VAMP3/EGFR/FZD5/RAB9A/LAMP1/WNT4/APPL2/UNC93B1/HEATR5A/RAB31/STXBP3/TRIM14/MYO6/STXBP4/ITGAV/ATP6V0E1/SCARB2/EHD1/TAPBP/PICALM/DVL2/MDM2/CD2AP/PDIA3/LMBRD1/RAB10/RALA/PIKFYVE/TGOLN2/IGF2R/CLCN3	73
MSSM	PHG	ora_up	CC	GO:0005604	basement membrane	29/2154	86/13575	3.361637704185373e-5	0.001162418932447258	9.591376275099543e-4	NPNT/TNC/ITGB4/TGFBI/HMCN1/COL8A2/CCDC80/SPARC/ERBIN/ENTPD2/COL15A1/NTN1/VWA1/COL18A1/LAMA1/DST/TIMP3/FN1/EFEMP2/LAMB2/FBLN1/NID2/LAMA2/LAMA4/CD151/MEGF9/LAMA5/DAG1/LAMC1	29
MSSM	PHG	ora_up	CC	GO:0044853	plasma membrane raft	30/2154	91/13575	4.0385547462551726e-5	0.0013266652341448243	0.0010946608917481125	CR1/TREM2/CAV1/TGFBR2/MYOF/HMOX1/EZR/SMO/MLC1/TFPI/ADRA1A/SELPLG/ATP1A2/LRP4/ADCYAP1R1/EHD2/BVES/PLPP1/SORBS1/ADCY8/CAV2/CTNNA1/DAG1/BMPR1A/IGF1R/MAPK3/DLC1/INSR/CORO1C/CTNNB1	30
MSSM	PHG	ora_up	CC	GO:0045178	basal part of cell	60/2154	230/13575	4.253823324532331e-5	0.0013308390115322577	0.0010981047679870428	CD44/AQP1/ITGB4/SLC14A1/DSP/MSN/PDPN/SLC43A3/CLDN11/ERBIN/AQP4/SLC4A2/KCNJ10/ANXA1/SLC6A9/ABCA8/WASF2/FRMPD2/MARVELD2/EZR/ERBB2/LDLRAP1/MLC1/SLC2A9/SLC4A11/HOMER3/MTTP/KCNE3/SLC40A1/SHROOM4/SLC38A3/DST/HEPH/ITGA2/PLPP3/SCRIB/SLC7A7/PTH1R/EGFR/FAP/B4GALT1/MAP7/HFE/ADCY8/SLC1A3/TJP1/ENPP1/STXBP3/CD81/SLC41A1/DOCK7/SLC27A1/DAG1/PRCP/SYNJ2BP/SLC46A1/PKD2/LIN7C/CTNNB1/SLC23A2	60
MSSM	PHG	ora_up	CC	GO:0005901	caveola	24/2154	67/13575	5.2201661371594044e-5	0.0015589314327789676	0.0012863088806876046	CAV1/TGFBR2/MYOF/HMOX1/SMO/MLC1/TFPI/ADRA1A/ATP1A2/ADCYAP1R1/EHD2/BVES/PLPP1/SORBS1/ADCY8/CAV2/CTNNA1/BMPR1A/IGF1R/MAPK3/DLC1/INSR/CORO1C/CTNNB1	24
MSSM	PHG	ora_up	CC	GO:0030667	secretory granule membrane	63/2154	248/13575	6.533176347771797e-5	0.0018662160262982914	0.0015398562101155493	CD44/CR1/SYTL4/OLR1/C3AR1/HVCN1/DSP/SPARC/ITGAL/PTAFR/TMC6/CAV1/ITGAX/ANO6/VAMP8/CYBB/PLAUR/PTPRC/CD109/IQGAP1/STOM/TMBIM1/LAMP2/IQGAP2/SLC17A9/TCIRG1/CD58/MGST1/SERPINB6/RND2/SLC44A2/MAGT1/ITPR3/TMED10/LHFPL2/B4GALT1/LAMP1/CAV2/RHOA/ITPR2/CD59/CD63/RAB31/FRMPD3/ITGAV/CMTM6/CYSTM1/ATP11A/PSEN1/CPNE3/STK10/NBEAL2/ADAM10/PRCP/TRIP11/CPE/MLEC/NFASC/ATP11B/VPS13C/RAB10/IGF2R/SURF4	63
MSSM	PHG	ora_up	CC	GO:0045335	phagocytic vesicle	36/2154	122/13575	1.0314274891955732e-4	0.0028235327516728816	0.002329759460244387	LTF/VIM/HVCN1/ABCA1/ITGB5/GSN/CDC42EP4/CTSS/VAMP8/TLR7/CYBB/NCF2/LAMP2/HLA-E/KIF5B/TCIRG1/SYK/TLR1/TLR6/CDC42EP2/VAMP3/RAB9A/LAMP1/APPL2/UNC93B1/RAB31/STXBP3/TRIM14/STXBP4/ITGAV/ATP6V0E1/TAPBP/PDIA3/RAB10/PIKFYVE/CLCN3	36
MSSM	PHG	ora_up	CC	GO:0042613	MHC class II protein complex	8/2154	12/13575	0.00010753034923336178	0.0028258975778527474	0.0023317107307444765	HLA-DOA/HLA-DRA/CD74/HLA-DRB1/HLA-DPB1/HLA-DMB/HLA-DMA/HLA-DPA1	8
MSSM	PHG	ora_up	CC	GO:0015629	actin cytoskeleton	96/2154	425/13575	1.4477432370340408e-4	0.003602191772200966	0.0029722482779516108	FAM107A/GBP1/AHNAK/VCAM1/CGNL1/ANLN/BAG3/GDPD2/CRYAB/DDR2/FLNA/TRIP6/PDLIM5/GSN/CDC42EP4/YES1/ANXA1/CNN3/CLIC4/PARVG/CAPG/DPYSL3/PDLIM4/WASF2/PALLD/EZR/IQGAP1/RGS22/NTN1/BMF/AMOT/MYL3/RDX/SHROOM4/RHOQ/IQGAP2/UTRN/NEBL/SMTN/MYO10/MICALL2/PXN/JUP/PAWR/ABLIM1/SHROOM1/SWAP70/LPP/HAP1/MYLK/LLGL1/AXL/MACF1/KAT2B/RAPGEF3/MYO1E/FYN/CAPN2/SH3PXD2B/COTL1/ABL1/TRIOBP/PDLIM3/JAM3/SORBS1/ADCY8/TJP1/AFAP1L1/DENND2A/MYH9/NCOA5/CTNNA1/TWF1/MYO6/EEF1A1/MYO9B/CORO1B/OPHN1/WDR1/KEAP1/SPECC1/PEAK1/FLII/DLC1/CRK/TMOD3/MED28/CD2AP/DAAM1/SPTBN1/CORO1C/CAP1/KLHL20/SNX9/FER/CDC42BPA	96
MSSM	PHG	ora_up	CC	GO:0055037	recycling endosome	46/2154	171/13575	1.4803527830962876e-4	0.003602191772200966	0.0029722482779516108	LTF/FZD7/VAMP8/CD22/SLC9A9/PDLIM4/RAB29/LDLRAP1/MLC1/UNC13D/RAB13/MICALL1/BOK/HLA-E/ITGB1/EHD2/ACKR3/MICALL2/ATP11C/SCAMP2/NDRG1/VAMP3/HFE/RFFL/SGK3/GPER1/ACAP1/AMOTL2/ATP13A4/CMTM6/SNX18/ATP11A/FCHSD2/TBC1D12/ABHD17B/TPCN1/ZDHHC2/EHD1/SCAMP4/TNIK/PDIA3/ATP11B/SLC31A1/VPS52/RAB10/CLCN3	46
MSSM	PHG	ora_up	CC	GO:0005938	cell cortex	64/2154	263/13575	2.1755852875007472e-4	0.005104855478171397	0.004212129410010845	ANLN/HMCN1/GYPC/PARD3/FLNA/CAV1/GSN/PARD3B/FGF1/TRIP10/AGTRAP/EZR/IQGAP1/EPS8/CYTIP/ADD3/RDX/SHROOM4/UTRN/DST/RASAL3/MYO10/PXN/CTSZ/RND2/SHROOM1/LLGL1/FGFR2/NEDD4/RAPGEF3/MYO1E/RHOBTB3/CAPN2/COTL1/CNKSR1/MAPRE1/RAI14/FNBP1/RHOA/FRYL/MYH9/ITPR2/RHOB/MYO6/HIP1R/EEF1A1/MYO9B/PSEN1/NUMA1/GPSM2/WDR1/MKLN1/PRKD1/DLC1/MED28/ERC1/GPSM1/PKD2/SPTBN1/CORO1C/CAP1/SNX9/CTNNB1/FER	64
MSSM	PHG	ora_up	CC	GO:0005769	early endosome	82/2154	357/13575	2.4487987286298543e-4	0.00554779574037867	0.00457760923863657	LTF/LIPG/CXCR4/VCAM1/HLA-DRA/SPHK1/SIGLEC1/SAMD9L/SNX31/CAV1/DTX3L/VAMP8/ANXA1/LITAF/KDR/ARRDC4/CD22/PDLIM4/WASF2/RAB29/ERBB2/LDLRAP1/MLC1/BOK/CYTIP/ADRB2/WLS/HAVCR2/HLA-E/EHD2/TLR3/ACKR3/TLR4/ATP11C/RND2/HAP1/LLGL1/WDFY4/VAMP3/EGFR/FZD5/HFE/MVB12B/SGK3/WDFY2/GPER1/TMEM165/PMEPA1/APPL2/ATP13A4/RHOB/RAB31/AP3B1/PLEKHF2/HPS3/CMTM6/ATP11A/DNER/PTP4A2/PSEN1/TPCN1/SNX7/TBC1D2B/MAPK3/EHD1/ANKFY1/NTRK2/PICALM/KIF16B/ATP11B/AP3M1/SNX2/WDR81/SNX21/SNX5/SNX19/PIKFYVE/IGF2R/SNX12/CLCN3/GGA1/LNPEP	82
